,County,State,fips,merged_fips,,PAPercent,Year
389,"Bacon, GA",Georgia,13005,13005,13005-2005,64.86,2005
390,"Baker, GA",Georgia,13007,13007,13007-2005,66.145,2005
391,"Baldwin, GA",Georgia,13009,13009,13009-2005,70.74,2005
392,"Banks, GA",Georgia,13011,13011,13011-2005,67.63,2005
393,"Barrow, GA",Georgia,13013,13013,13013-2005,72.42,2005
394,"Bartow, GA",Georgia,13015,13015,13015-2005,73.085,2005
395,"Ben Hill, GA",Georgia,13017,13017,13017-2005,64.97,2005
396,"Berrien, GA",Georgia,13019,13019,13019-2005,65.375,2005
397,"Bibb, GA",Georgia,13021,13021,13021-2005,71.6,2005
398,"Bleckley, GA",Georgia,13023,13023,13023-2005,68.765,2005
399,"Brantley, GA",Georgia,13025,13025,13025-2005,66.75,2005
400,"Brooks, GA",Georgia,13027,13027,13027-2005,66.985,2005
401,"Bryan, GA",Georgia,13029,13029,13029-2005,74.96,2005
402,"Bulloch, GA",Georgia,13031,13031,13031-2005,73.185,2005
403,"Burke, GA",Georgia,13033,13033,13033-2005,63.96,2005
404,"Butts, GA",Georgia,13035,13035,13035-2005,67.66,2005
405,"Calhoun, GA",Georgia,13037,13037,13037-2005,62.9,2005
406,"Camden, GA",Georgia,13039,13039,13039-2005,77.2,2005
407,"Candler, GA",Georgia,13043,13043,13043-2005,62.815,2005
408,"Carroll, GA",Georgia,13045,13045,13045-2005,70.8,2005
409,"Catoosa, GA",Georgia,13047,13047,13047-2005,73.315,2005
410,"Charlton, GA",Georgia,13049,13049,13049-2005,63.025,2005
411,"Chatham, GA",Georgia,13051,13051,13051-2005,75.635,2005
412,"Chattahoochee, GA",Georgia,13053,13053,13053-2005,77.225,2005
413,"Chattooga, GA",Georgia,13055,13055,13055-2005,63.835,2005
414,"Cherokee, GA",Georgia,13057,13057,13057-2005,80.145,2005
415,"Clarke, GA",Georgia,13059,13059,13059-2005,76.25,2005
416,"Clay, GA",Georgia,13061,13061,13061-2005,63.605,2005
417,"Clayton, GA",Georgia,13063,13063,13063-2005,71.63,2005
418,"Clinch, GA",Georgia,13065,13065,13065-2005,60.34,2005
419,"Cobb, GA",Georgia,13067,13067,13067-2005,80.645,2005
420,"Coffee, GA",Georgia,13069,13069,13069-2005,64.53,2005
421,"Colquitt, GA",Georgia,13071,13071,13071-2005,65.08,2005
422,"Columbia, GA",Georgia,13073,13073,13073-2005,79.925,2005
423,"Cook, GA",Georgia,13075,13075,13075-2005,64.585,2005
424,"Coweta, GA",Georgia,13077,13077,13077-2005,76.475,2005
425,"Crawford, GA",Georgia,13079,13079,13079-2005,66.895,2005
426,"Crisp, GA",Georgia,13081,13081,13081-2005,65.645,2005
427,"Dade, GA",Georgia,13083,13083,13083-2005,67.745,2005
428,"Dawson, GA",Georgia,13085,13085,13085-2005,76.615,2005
429,"Decatur, GA",Georgia,13087,13087,13087-2005,69.03,2005
430,"DeKalb, GA",Georgia,13089,13089,13089-2005,78.835,2005
431,"Dodge, GA",Georgia,13091,13091,13091-2005,66.245,2005
432,"Dooly, GA",Georgia,13093,13093,13093-2005,64.33,2005
433,"Dougherty, GA",Georgia,13095,13095,13095-2005,71.995,2005
434,"Douglas, GA",Georgia,13097,13097,13097-2005,76.035,2005
435,"Early, GA",Georgia,13099,13099,13099-2005,64.715,2005
436,"Echols, GA",Georgia,13101,13101,13101-2005,64.26,2005
437,"Effingham, GA",Georgia,13103,13103,13103-2005,74.84,2005
438,"Elbert, GA",Georgia,13105,13105,13105-2005,66.315,2005
439,"Emanuel, GA",Georgia,13107,13107,13107-2005,62.055,2005
440,"Evans, GA",Georgia,13109,13109,13109-2005,62.41,2005
441,"Fannin, GA",Georgia,13111,13111,13111-2005,70.945,2005
442,"Fayette, GA",Georgia,13113,13113,13113-2005,80.735,2005
443,"Floyd, GA",Georgia,13115,13115,13115-2005,69.635,2005
444,"Forsyth, GA",Georgia,13117,13117,13117-2005,81.745,2005
445,"Franklin, GA",Georgia,13119,13119,13119-2005,69.17,2005
446,"Fulton, GA",Georgia,13121,13121,13121-2005,78.54,2005
447,"Gilmer, GA",Georgia,13123,13123,13123-2005,70.145,2005
448,"Glascock, GA",Georgia,13125,13125,13125-2005,63.735,2005
449,"Glynn, GA",Georgia,13127,13127,13127-2005,75.5,2005
450,"Gordon, GA",Georgia,13129,13129,13129-2005,70.945,2005
451,"Grady, GA",Georgia,13131,13131,13131-2005,69.33,2005
452,"Greene, GA",Georgia,13133,13133,13133-2005,67.01,2005
453,"Gwinnett, GA",Georgia,13135,13135,13135-2005,78.475,2005
454,"Habersham, GA",Georgia,13137,13137,13137-2005,71.175,2005
455,"Hall, GA",Georgia,13139,13139,13139-2005,71.93,2005
456,"Hancock, GA",Georgia,13141,13141,13141-2005,61.785,2005
457,"Haralson, GA",Georgia,13143,13143,13143-2005,64.9,2005
458,"Harris, GA",Georgia,13145,13145,13145-2005,75.135,2005
459,"Hart, GA",Georgia,13147,13147,13147-2005,69.755,2005
460,"Heard, GA",Georgia,13149,13149,13149-2005,65.96,2005
461,"Henry, GA",Georgia,13151,13151,13151-2005,77.09,2005
462,"Houston, GA",Georgia,13153,13153,13153-2005,76.065,2005
463,"Irwin, GA",Georgia,13155,13155,13155-2005,63.21,2005
464,"Jackson, GA",Georgia,13157,13157,13157-2005,70.71,2005
465,"Jasper, GA",Georgia,13159,13159,13159-2005,66.95,2005
466,"Jeff Davis, GA",Georgia,13161,13161,13161-2005,65.57,2005
467,"Jefferson, GA",Georgia,13163,13163,13163-2005,62.28,2005
468,"Jenkins, GA",Georgia,13165,13165,13165-2005,61.165,2005
469,"Johnson, GA",Georgia,13167,13167,13167-2005,58.22,2005
470,"Jones, GA",Georgia,13169,13169,13169-2005,71.98,2005
471,"Lamar, GA",Georgia,13171,13171,13171-2005,66.96,2005
472,"Lanier, GA",Georgia,13173,13173,13173-2005,69.29,2005
473,"Laurens, GA",Georgia,13175,13175,13175-2005,68.925,2005
474,"Lee, GA",Georgia,13177,13177,13177-2005,76.425,2005
475,"Liberty, GA",Georgia,13179,13179,13179-2005,73.11,2005
476,"Lincoln, GA",Georgia,13181,13181,13181-2005,68.325,2005
477,"Long, GA",Georgia,13183,13183,13183-2005,67.015,2005
478,"Lowndes, GA",Georgia,13185,13185,13185-2005,72.58,2005
479,"Lumpkin, GA",Georgia,13187,13187,13187-2005,71.775,2005
480,"McDuffie, GA",Georgia,13189,13189,13189-2005,65.605,2005
481,"McIntosh, GA",Georgia,13191,13191,13191-2005,65.205,2005
482,"Macon, GA",Georgia,13193,13193,13193-2005,62.17,2005
483,"Madison, GA",Georgia,13195,13195,13195-2005,68.235,2005
484,"Marion, GA",Georgia,13197,13197,13197-2005,68.14,2005
485,"Meriwether, GA",Georgia,13199,13199,13199-2005,65.35,2005
486,"Miller, GA",Georgia,13201,13201,13201-2005,67.24,2005
487,"Mitchell, GA",Georgia,13205,13205,13205-2005,63.705,2005
488,"Monroe, GA",Georgia,13207,13207,13207-2005,71.44,2005
489,"Montgomery, GA",Georgia,13209,13209,13209-2005,68.665,2005
490,"Morgan, GA",Georgia,13211,13211,13211-2005,70.55,2005
491,"Murray, GA",Georgia,13213,13213,13213-2005,64.625,2005
492,"Muscogee, GA",Georgia,13215,13215,13215-2005,73.485,2005
493,"Newton, GA",Georgia,13217,13217,13217-2005,71.85,2005
494,"Oconee, GA",Georgia,13219,13219,13219-2005,78.91,2005
495,"Oglethorpe, GA",Georgia,13221,13221,13221-2005,68.385,2005
496,"Paulding, GA",Georgia,13223,13223,13223-2005,75.68,2005
497,"Peach, GA",Georgia,13225,13225,13225-2005,68.565,2005
498,"Pickens, GA",Georgia,13227,13227,13227-2005,74.835,2005
499,"Pierce, GA",Georgia,13229,13229,13229-2005,66.18,2005
500,"Pike, GA",Georgia,13231,13231,13231-2005,71.4,2005
501,"Polk, GA",Georgia,13233,13233,13233-2005,66.42,2005
502,"Pulaski, GA",Georgia,13235,13235,13235-2005,67.955,2005
503,"Putnam, GA",Georgia,13237,13237,13237-2005,70.95,2005
504,"Quitman, GA",Georgia,13239,13239,13239-2005,59.16,2005
505,"Rabun, GA",Georgia,13241,13241,13241-2005,73.31,2005
506,"Randolph, GA",Georgia,13243,13243,13243-2005,66.11,2005
507,"Richmond, GA",Georgia,13245,13245,13245-2005,71.27,2005
508,"Rockdale, GA",Georgia,13247,13247,13247-2005,76.395,2005
509,"Schley, GA",Georgia,13249,13249,13249-2005,66.97,2005
510,"Screven, GA",Georgia,13251,13251,13251-2005,66.555,2005
511,"Seminole, GA",Georgia,13253,13253,13253-2005,67.505,2005
512,"Spalding, GA",Georgia,13255,13255,13255-2005,66.285,2005
513,"Stephens, GA",Georgia,13257,13257,13257-2005,71.195,2005
514,"Stewart, GA",Georgia,13259,13259,13259-2005,61.585,2005
515,"Sumter, GA",Georgia,13261,13261,13261-2005,68.56,2005
516,"Talbot, GA",Georgia,13263,13263,13263-2005,65.925,2005
517,"Taliaferro, GA",Georgia,13265,13265,13265-2005,58.05,2005
518,"Tattnall, GA",Georgia,13267,13267,13267-2005,63.015,2005
519,"Taylor, GA",Georgia,13269,13269,13269-2005,58.27,2005
520,"Telfair, GA",Georgia,13271,13271,13271-2005,63.22,2005
521,"Terrell, GA",Georgia,13273,13273,13273-2005,63.245,2005
522,"Thomas, GA",Georgia,13275,13275,13275-2005,70.08,2005
523,"Tift, GA",Georgia,13277,13277,13277-2005,68.695,2005
524,"Toombs, GA",Georgia,13279,13279,13279-2005,67.715,2005
525,"Towns, GA",Georgia,13281,13281,13281-2005,74.56,2005
526,"Treutlen, GA",Georgia,13283,13283,13283-2005,62.44,2005
527,"Troup, GA",Georgia,13285,13285,13285-2005,71.52,2005
528,"Turner, GA",Georgia,13287,13287,13287-2005,62.475,2005
529,"Twiggs, GA",Georgia,13289,13289,13289-2005,58.68,2005
530,"Union, GA",Georgia,13291,13291,13291-2005,73.54,2005
531,"Upson, GA",Georgia,13293,13293,13293-2005,67.375,2005
532,"Walker, GA",Georgia,13295,13295,13295-2005,68.67,2005
533,"Walton, GA",Georgia,13297,13297,13297-2005,72.175,2005
534,"Ware, GA",Georgia,13299,13299,13299-2005,67.105,2005
535,"Warren, GA",Georgia,13301,13301,13301-2005,60.225,2005
536,"Washington, GA",Georgia,13303,13303,13303-2005,66.725,2005
537,"Wayne, GA",Georgia,13305,13305,13305-2005,67.355,2005
538,"Webster, GA",Georgia,13307,13307,13307-2005,64.965,2005
539,"Wheeler, GA",Georgia,13309,13309,13309-2005,62.42,2005
540,"White, GA",Georgia,13311,13311,13311-2005,72.25,2005
541,"Whitfield, GA",Georgia,13313,13313,13313-2005,67.9,2005
542,"Wilcox, GA",Georgia,13315,13315,13315-2005,63.39,2005
543,"Wilkes, GA",Georgia,13317,13317,13317-2005,65.065,2005
544,"Wilkinson, GA",Georgia,13319,13319,13319-2005,67.52,2005
545,"Worth, GA",Georgia,13321,13321,13321-2005,68.775,2005
546,"Hawaii, HI",Hawaii,15001,15001,15001-2005,82.665,2005
547,"Honolulu, HI",Hawaii,15003,15003,15003-2005,82.64,2005
548,"Kalawao, HI",Hawaii,15005,15005,15005-2005,80.4,2005
549,"Kalawao, HI",Hawaii,15005,15005,15005-2005,84.58,2005
550,"Kauai, HI",Hawaii,15007,15007,15007-2005,84.075,2005
551,"Ada, ID",Idaho,16001,16001,16001-2005,83.57,2005
552,"Adams, ID",Idaho,16003,16003,16003-2005,77.025,2005
553,"Bannock, ID",Idaho,16005,16005,16005-2005,79.66,2005
554,"Bear Lake, ID",Idaho,16007,16007,16007-2005,77.735,2005
555,"Benewah, ID",Idaho,16009,16009,16009-2005,78.705,2005
556,"Bingham, ID",Idaho,16011,16011,16011-2005,76.25,2005
557,"Blaine, ID",Idaho,16013,16013,16013-2005,84.01,2005
558,"Boise, ID",Idaho,16015,16015,16015-2005,77.82,2005
559,"Bonner, ID",Idaho,16017,16017,16017-2005,80.64,2005
560,"Bonneville, ID",Idaho,16019,16019,16019-2005,80.385,2005
561,"Boundary, ID",Idaho,16021,16021,16021-2005,77.185,2005
562,"Butte, ID",Idaho,16023,16023,16023-2005,77.575,2005
563,"Camas, ID",Idaho,16025,16025,16025-2005,78.37,2005
564,"Canyon, ID",Idaho,16027,16027,16027-2005,75.165,2005
565,"Caribou, ID",Idaho,16029,16029,16029-2005,78.175,2005
566,"Cassia, ID",Idaho,16031,16031,16031-2005,73.495,2005
567,"Clark, ID",Idaho,16033,16033,16033-2005,67.39,2005
568,"Clearwater, ID",Idaho,16035,16035,16035-2005,76.96,2005
569,"Custer, ID",Idaho,16037,16037,16037-2005,79.76,2005
570,"Elmore, ID",Idaho,16039,16039,16039-2005,77.52,2005
571,"Franklin, ID",Idaho,16041,16041,16041-2005,78.875,2005
572,"Fremont, ID",Idaho,16043,16043,16043-2005,77.995,2005
573,"Gem, ID",Idaho,16045,16045,16045-2005,74.84,2005
574,"Gooding, ID",Idaho,16047,16047,16047-2005,69.525,2005
575,"Idaho, ID",Idaho,16049,16049,16049-2005,76.215,2005
576,"Jefferson, ID",Idaho,16051,16051,16051-2005,77.25,2005
577,"Jerome, ID",Idaho,16053,16053,16053-2005,70,2005
578,"Kootenai, ID",Idaho,16055,16055,16055-2005,81.895,2005
579,"Latah, ID",Idaho,16057,16057,16057-2005,83.74,2005
580,"Lemhi, ID",Idaho,16059,16059,16059-2005,80.375,2005
581,"Lewis, ID",Idaho,16061,16061,16061-2005,76.585,2005
582,"Lincoln, ID",Idaho,16063,16063,16063-2005,73.985,2005
583,"Madison, ID",Idaho,16065,16065,16065-2005,80.035,2005
584,"Minidoka, ID",Idaho,16067,16067,16067-2005,71.91,2005
585,"Nez Perce, ID",Idaho,16069,16069,16069-2005,78.995,2005
586,"Oneida, ID",Idaho,16071,16071,16071-2005,77.66,2005
587,"Owyhee, ID",Idaho,16073,16073,16073-2005,68.005,2005
588,"Payette, ID",Idaho,16075,16075,16075-2005,75.12,2005
589,"Power, ID",Idaho,16077,16077,16077-2005,74.61,2005
590,"Shoshone, ID",Idaho,16079,16079,16079-2005,74.555,2005
591,"Teton, ID",Idaho,16081,16081,16081-2005,81.85,2005
592,"Twin Falls, ID",Idaho,16083,16083,16083-2005,75.86,2005
593,"Valley, ID",Idaho,16085,16085,16085-2005,80.37,2005
594,"Washington, ID",Idaho,16087,16087,16087-2005,74.26,2005
595,"Adams, IL",Illinois,17001,17001,17001-2005,75.09,2005
596,"Alexander, IL",Illinois,17003,17003,17003-2005,65.9,2005
597,"Bond, IL",Illinois,17005,17005,17005-2005,72.985,2005
598,"Boone, IL",Illinois,17007,17007,17007-2005,76.835,2005
599,"Brown, IL",Illinois,17009,17009,17009-2005,70.025,2005
600,"Bureau, IL",Illinois,17011,17011,17011-2005,76.025,2005
601,"Calhoun, IL",Illinois,17013,17013,17013-2005,74.33,2005
602,"Carroll, IL",Illinois,17015,17015,17015-2005,75.595,2005
603,"Cass, IL",Illinois,17017,17017,17017-2005,74.655,2005
604,"Champaign, IL",Illinois,17019,17019,17019-2005,79.425,2005
605,"Christian, IL",Illinois,17021,17021,17021-2005,74.61,2005
606,"Clark, IL",Illinois,17023,17023,17023-2005,74.025,2005
607,"Clay, IL",Illinois,17025,17025,17025-2005,73.37,2005
608,"Clinton, IL",Illinois,17027,17027,17027-2005,73.91,2005
609,"Coles, IL",Illinois,17029,17029,17029-2005,76.005,2005
610,"Cook, IL",Illinois,17031,17031,17031-2005,75.24,2005
611,"Crawford, IL",Illinois,17033,17033,17033-2005,72.97,2005
612,"Cumberland, IL",Illinois,17035,17035,17035-2005,75.29,2005
613,"DeKalb, IL",Illinois,17037,17037,17037-2005,78.78,2005
614,"De Witt, IL",Illinois,17039,17039,17039-2005,77.095,2005
615,"Douglas, IL",Illinois,17041,17041,17041-2005,73.305,2005
616,"DuPage, IL",Illinois,17043,17043,17043-2005,81.285,2005
617,"Edgar, IL",Illinois,17045,17045,17045-2005,73.665,2005
618,"Edwards, IL",Illinois,17047,17047,17047-2005,73.81,2005
619,"Effingham, IL",Illinois,17049,17049,17049-2005,77.02,2005
620,"Fayette, IL",Illinois,17051,17051,17051-2005,71.765,2005
621,"Ford, IL",Illinois,17053,17053,17053-2005,76.92,2005
622,"Franklin, IL",Illinois,17055,17055,17055-2005,72.53,2005
623,"Fulton, IL",Illinois,17057,17057,17057-2005,72.545,2005
624,"Gallatin, IL",Illinois,17059,17059,17059-2005,67.36,2005
625,"Greene, IL",Illinois,17061,17061,17061-2005,72.945,2005
626,"Grundy, IL",Illinois,17063,17063,17063-2005,77.89,2005
627,"Hamilton, IL",Illinois,17065,17065,17065-2005,68.92,2005
628,"Hancock, IL",Illinois,17067,17067,17067-2005,74.615,2005
629,"Hardin, IL",Illinois,17069,17069,17069-2005,67.685,2005
630,"Henderson, IL",Illinois,17071,17071,17071-2005,73.74,2005
631,"Henry, IL",Illinois,17073,17073,17073-2005,77.11,2005
632,"Iroquois, IL",Illinois,17075,17075,17075-2005,73,2005
633,"Jackson, IL",Illinois,17077,17077,17077-2005,77.045,2005
634,"Jasper, IL",Illinois,17079,17079,17079-2005,74.76,2005
635,"Jefferson, IL",Illinois,17081,17081,17081-2005,71.375,2005
636,"Jersey, IL",Illinois,17083,17083,17083-2005,74.755,2005
637,"Jo Daviess, IL",Illinois,17085,17085,17085-2005,78.04,2005
638,"Johnson, IL",Illinois,17087,17087,17087-2005,69.365,2005
639,"Kane, IL",Illinois,17089,17089,17089-2005,76.365,2005
640,"Kankakee, IL",Illinois,17091,17091,17091-2005,73.925,2005
641,"Kendall, IL",Illinois,17093,17093,17093-2005,81.135,2005
642,"Knox, IL",Illinois,17095,17095,17095-2005,75.355,2005
643,"Lake, IL",Illinois,17097,17097,17097-2005,80.315,2005
644,"La Salle, IL",Illinois,17099,17099,17099-2005,75.97,2005
645,"Lawrence, IL",Illinois,17101,17101,17101-2005,71.65,2005
646,"Lee, IL",Illinois,17103,17103,17103-2005,75.245,2005
647,"Livingston, IL",Illinois,17105,17105,17105-2005,75.06,2005
648,"Logan, IL",Illinois,17107,17107,17107-2005,75.66,2005
649,"McDonough, IL",Illinois,17109,17109,17109-2005,76.6,2005
650,"McHenry, IL",Illinois,17111,17111,17111-2005,81,2005
651,"McLean, IL",Illinois,17113,17113,17113-2005,80.76,2005
652,"Macon, IL",Illinois,17115,17115,17115-2005,76.24,2005
653,"Macoupin, IL",Illinois,17117,17117,17117-2005,75.52,2005
654,"Madison, IL",Illinois,17119,17119,17119-2005,75.805,2005
655,"Marion, IL",Illinois,17121,17121,17121-2005,72.83,2005
656,"Marshall, IL",Illinois,17123,17123,17123-2005,76.85,2005
657,"Mason, IL",Illinois,17125,17125,17125-2005,73.845,2005
658,"Massac, IL",Illinois,17127,17127,17127-2005,73.13,2005
659,"Menard, IL",Illinois,17129,17129,17129-2005,78.795,2005
660,"Mercer, IL",Illinois,17131,17131,17131-2005,77.295,2005
661,"Monroe, IL",Illinois,17133,17133,17133-2005,78.965,2005
662,"Montgomery, IL",Illinois,17135,17135,17135-2005,73.48,2005
663,"Morgan, IL",Illinois,17137,17137,17137-2005,75.695,2005
664,"Moultrie, IL",Illinois,17139,17139,17139-2005,73.295,2005
665,"Ogle, IL",Illinois,17141,17141,17141-2005,77.22,2005
666,"Peoria, IL",Illinois,17143,17143,17143-2005,76.955,2005
667,"Perry, IL",Illinois,17145,17145,17145-2005,71.27,2005
668,"Piatt, IL",Illinois,17147,17147,17147-2005,77.345,2005
669,"Pike, IL",Illinois,17149,17149,17149-2005,75.27,2005
670,"Pope, IL",Illinois,17151,17151,17151-2005,72.42,2005
671,"Pulaski, IL",Illinois,17153,17153,17153-2005,65.81,2005
672,"Putnam, IL",Illinois,17155,17155,17155-2005,74.965,2005
673,"Randolph, IL",Illinois,17157,17157,17157-2005,71.525,2005
674,"Richland, IL",Illinois,17159,17159,17159-2005,75.235,2005
675,"Rock Island, IL",Illinois,17161,17161,17161-2005,76.075,2005
676,"St. Clair, IL",Illinois,17163,17163,17163-2005,73.765,2005
677,"Saline, IL",Illinois,17165,17165,17165-2005,70.6,2005
678,"Sangamon, IL",Illinois,17167,17167,17167-2005,79.085,2005
679,"Schuyler, IL",Illinois,17169,17169,17169-2005,76.4,2005
680,"Scott, IL",Illinois,17171,17171,17171-2005,75.9,2005
681,"Shelby, IL",Illinois,17173,17173,17173-2005,76.675,2005
682,"Stark, IL",Illinois,17175,17175,17175-2005,76.13,2005
683,"Stephenson, IL",Illinois,17177,17177,17177-2005,77.41,2005
684,"Tazewell, IL",Illinois,17179,17179,17179-2005,77.7,2005
685,"Union, IL",Illinois,17181,17181,17181-2005,71.315,2005
686,"Vermilion, IL",Illinois,17183,17183,17183-2005,70.435,2005
687,"Wabash, IL",Illinois,17185,17185,17185-2005,72.925,2005
688,"Warren, IL",Illinois,17187,17187,17187-2005,75.14,2005
689,"Washington, IL",Illinois,17189,17189,17189-2005,73.225,2005
690,"Wayne, IL",Illinois,17191,17191,17191-2005,71.135,2005
691,"White, IL",Illinois,17193,17193,17193-2005,71.165,2005
692,"Whiteside, IL",Illinois,17195,17195,17195-2005,75.83,2005
693,"Will, IL",Illinois,17197,17197,17197-2005,77.485,2005
694,"Williamson, IL",Illinois,17199,17199,17199-2005,76.33,2005
695,"Winnebago, IL",Illinois,17201,17201,17201-2005,76.13,2005
696,"Woodford, IL",Illinois,17203,17203,17203-2005,80.06,2005
697,"Adams, IN",Indiana,18001,18001,18001-2005,73.49,2005
698,"Allen, IN",Indiana,18003,18003,18003-2005,77.295,2005
699,"Bartholomew, IN",Indiana,18005,18005,18005-2005,75.68,2005
700,"Benton, IN",Indiana,18007,18007,18007-2005,74.23,2005
701,"Blackford, IN",Indiana,18009,18009,18009-2005,73.87,2005
702,"Boone, IN",Indiana,18011,18011,18011-2005,78.26,2005
703,"Brown, IN",Indiana,18013,18013,18013-2005,75.37,2005
704,"Carroll, IN",Indiana,18015,18015,18015-2005,74.06,2005
705,"Cass, IN",Indiana,18017,18017,18017-2005,73.12,2005
706,"Clark, IN",Indiana,18019,18019,18019-2005,72.795,2005
707,"Clay, IN",Indiana,18021,18021,18021-2005,73.04,2005
708,"Clinton, IN",Indiana,18023,18023,18023-2005,71.23,2005
709,"Crawford, IN",Indiana,18025,18025,18025-2005,68.375,2005
710,"Daviess, IN",Indiana,18027,18027,18027-2005,67.93,2005
711,"Dearborn, IN",Indiana,18029,18029,18029-2005,74.935,2005
712,"Decatur, IN",Indiana,18031,18031,18031-2005,71.835,2005
713,"DeKalb, IN",Indiana,18033,18033,18033-2005,77.815,2005
714,"Delaware, IN",Indiana,18035,18035,18035-2005,74.255,2005
715,"Dubois, IN",Indiana,18037,18037,18037-2005,76.56,2005
716,"Elkhart, IN",Indiana,18039,18039,18039-2005,73.705,2005
717,"Fayette, IN",Indiana,18041,18041,18041-2005,71.745,2005
718,"Floyd, IN",Indiana,18043,18043,18043-2005,75.74,2005
719,"Fountain, IN",Indiana,18045,18045,18045-2005,70.945,2005
720,"Franklin, IN",Indiana,18047,18047,18047-2005,74.2,2005
721,"Fulton, IN",Indiana,18049,18049,18049-2005,72.95,2005
722,"Gibson, IN",Indiana,18051,18051,18051-2005,74.735,2005
723,"Grant, IN",Indiana,18053,18053,18053-2005,72.845,2005
724,"Greene, IN",Indiana,18055,18055,18055-2005,71.92,2005
725,"Hamilton, IN",Indiana,18057,18057,18057-2005,82.48,2005
726,"Hancock, IN",Indiana,18059,18059,18059-2005,75.97,2005
727,"Harrison, IN",Indiana,18061,18061,18061-2005,73.68,2005
728,"Hendricks, IN",Indiana,18063,18063,18063-2005,78.16,2005
729,"Henry, IN",Indiana,18065,18065,18065-2005,73.875,2005
730,"Howard, IN",Indiana,18067,18067,18067-2005,74.75,2005
731,"Huntington, IN",Indiana,18069,18069,18069-2005,76.77,2005
732,"Jackson, IN",Indiana,18071,18071,18071-2005,72.295,2005
733,"Jasper, IN",Indiana,18073,18073,18073-2005,74.59,2005
734,"Jay, IN",Indiana,18075,18075,18075-2005,71.795,2005
735,"Jefferson, IN",Indiana,18077,18077,18077-2005,74.235,2005
736,"Jennings, IN",Indiana,18079,18079,18079-2005,69.13,2005
737,"Johnson, IN",Indiana,18081,18081,18081-2005,76.685,2005
738,"Knox, IN",Indiana,18083,18083,18083-2005,72.485,2005
739,"Kosciusko, IN",Indiana,18085,18085,18085-2005,76.04,2005
740,"LaGrange, IN",Indiana,18087,18087,18087-2005,65.585,2005
741,"Lake, IN",Indiana,18089,18089,18089-2005,71.5,2005
742,"LaPorte, IN",Indiana,18091,18091,18091-2005,74.44,2005
